epoch,accuracy,loss,val_accuracy,val_loss
58,1.0,0.21860843896865845,0.9453125,0.3993874788284302
59,1.0,0.2159442901611328,0.9453125,0.4599347412586212
60,1.0,0.21461793780326843,0.9375,0.4102970361709595
61,1.0,0.21262702345848083,0.921875,0.4565560519695282
62,1.0,0.21108199656009674,0.9296875,0.42395922541618347
63,1.0,0.21908177435398102,0.921875,0.4254990220069885
64,1.0,0.22018668055534363,0.9453125,0.4554647207260132
65,1.0,0.2146022617816925,0.9375,0.46936243772506714
66,1.0,0.2060985565185547,0.953125,0.4544089436531067
67,1.0,0.20039254426956177,0.9375,0.42920956015586853
68,1.0,0.1966337114572525,0.9453125,0.4184141159057617
69,1.0,0.194264754652977,0.9453125,0.4063359498977661
70,1.0,0.1932685524225235,0.9375,0.4274219870567322
71,1.0,0.19007904827594757,0.9375,0.42944952845573425
72,1.0,0.1876286417245865,0.921875,0.40293189883232117
73,1.0,0.1854214370250702,0.9296875,0.38873568177223206
74,1.0,0.18348020315170288,0.9609375,0.3823474049568176
75,1.0,0.18171750009059906,0.9375,0.4173685312271118
76,1.0,0.17998407781124115,0.953125,0.3765581548213959
77,1.0,0.17880815267562866,0.9765625,0.34247463941574097
78,1.0,0.17771194875240326,0.9296875,0.3973098397254944
79,1.0,0.1754879653453827,0.9453125,0.3879033923149109
80,1.0,0.17356489598751068,0.9375,0.39694109559059143
81,1.0,0.1724727302789688,0.9375,0.39722922444343567
82,1.0,0.17064762115478516,0.9453125,0.3763720393180847
83,1.0,0.1688198298215866,0.9375,0.3551655113697052
84,1.0,0.1678818315267563,0.9375,0.3885805606842041
85,1.0,0.16635479032993317,0.9453125,0.3621974587440491
86,1.0,0.16691932082176208,0.9453125,0.37872228026390076
87,1.0,0.16377510130405426,0.9296875,0.3781077563762665
88,1.0,0.16253063082695007,0.9375,0.372693806886673
89,1.0,0.16056658327579498,0.9375,0.3662916123867035
90,1.0,0.1594875007867813,0.9296875,0.369973361492157
91,1.0,0.15731634199619293,0.921875,0.37514108419418335
92,1.0,0.15558406710624695,0.9375,0.37223559617996216
93,1.0,0.15415892004966736,0.953125,0.33844295144081116
94,1.0,0.15217052400112152,0.9375,0.3334497809410095
95,1.0,0.15176844596862793,0.9296875,0.35527026653289795
96,1.0,0.15021869540214539,0.9375,0.3720161020755768
97,1.0,0.15000924468040466,0.9140625,0.363533079624176
98,1.0,0.14845074713230133,0.9375,0.33126017451286316
99,1.0,0.1481497436761856,0.9453125,0.38907569646835327
